ID,COMMENTS,KEYWORD1,KEYWORD2,KEYWORD3
671,Peace River BC 1957 A slump in Cretaceous shale destroyed the Alaska Highway suspension bridge over the Peace River near Fort St John,slump,cretaceous,shale
672,St Lawrence NL 19571958 Radiation sickness resulting from fluorspar mine in 19571958,radiation,sickness,resulting
673,Murdochville QC March 8 1957 924 mining employees in Murdochville Quebec strike concerning the refusal of the company to recognise and negotiate with the union,march,mining,employees
674,Thetford Mines QC August 1957 A convective storm brought torrential rainfall to the area near Thetford Mines,august,convective,storm
675,Quebec City QC August 11 1957 79 people killed when Maritime Central Airways DC4 crashed near Quebec City,august,people,killed
676,Prince Rupert BC November 22 1957 7 dead,november,dead,
677,Prairie Provinces 1958 Cereal crop drought occurred in parts of the Prairies,cereal,crop,drought
678,St Johns NL March 1958 43 hours of continuous freezing rain disrupting traffic and city activity,johns,march,hours
679,Amaranth MB May 1958,,,
680,Montreal QC November 7 1958 A fire burned the Olfields Apartments killing 18 people,november,fire,burned
681,Lanark ON 1959 A fire that broke out in the town of Lanark left 122 people homeless The Canadian Red Cross was called in to assist them,fire,broke,left
682,Prairie Provinces 1959 Severe and widespread surface water droughts reported on the Prairies,severe,widespread,surface
683,Vancouver BC June 16 1958 A section of the Second Narrows Bridge over Burrard Inlet collapsed during construction design error was later determined to be the cause,june,section,burrard
684,Springhill NS October 23 1958 75 dead 99 survivors a tunnel collapsed in the 2 colliery causing an explosion the 99 survivors were trapped underground but later rescued,october,dead,survivors
685,St Johns NL February 16 1959 Described as the provinces worst snowstorm it claimed six lives left 70000 without electricity and blocked roads with 5 m drifts,johns,february,described
686,Revelstoke BC March 27 1959 4 dead,march,dead,
687,Maritime Provinces June 20 1959 33 people mostly lobster fishermen were killed as hurricane gales reaching 120 kmh swept across the Maritimes,june,people,lobster
688,The Battery St Johns Harbour NL February 16 1959  A severe storm hit St Johns with winds of up to 220 kmh and left 55 cm of snow on the ground  An avalanche struck two houses and swept them down the slope hitting two other houses  Over 50 rescue workers and residents worked for 12 hours digging through the snow and the debris to free trapped residents  In the Outer Battery another avalanche caused by the same storm buried a house that withheld the weight of the snow  The strong structure protected the residents,johns,february,severe
689,Windsor ON 1960 Gas explosion in store,gas,explosion,store
690,British Columbia 1960 Outer coast,outer,,
691,Prairie Provinces 1960 Cereal crop drought occurred in parts of the Prairies,cereal,crop,drought
692,South Central Saskatchewan May 30 1961 A Canadian record was set when 254 mm of rain fell within an hour at Buffalo Gap Saskatchewan on May 30 1961,canadian,record,set
693,Timmins ON August 31 1961 A severe thunderstorm moved across the Timmins area,august,severe,thunderstorm
694,Chedabucto Bay NS February 4 1960 The tanker Arrow ran aground on Cerberus Rock and polluted 300 km of coast The 18000 ton Liberian ship owned by Sunstone Marine SA Panama was carrying 16000 tons of Bunker C fuel oil for Imperial Oil Limited from Venezuela to the plant in the Strait of Canso,february,tanker,ran
695,Winnipeg MB April 18 1960 Severe flooding of the Red River in the Winnipeg area damages unknown,april,severe,flooding
696,Southern and Central Ontario May 914 1960 Substantial flooding caused the closing of numerous roads in central Ontario,substantial,flooding,caused
697,Kootenay region BC July 2 1960  March 7 1963 Dozens of arson and bomb attacks were carried out by the radical Doukhobor sect the Sons of Freedom during this period,july,march,dozens
698,McBride BC September 7 1960 Victims were highway construction workers,september,victims,highway
699,Montreal QC February 25 1961 The storm with winds gusting to 120 kmh caused heavily loaded utility wires to snap,february,storm,winds
700,Prairie Provinces 1961 One of the worst agricultural droughts to occur in the Prairies,agricultural,droughts,occur
701,Saint John River basin NB May 2531 1961 Extensive rainfall from cyclonic storms over a long period of time added to the already substantial snowmelt resulted in widespread flooding across New Brunswick in late May 1961,extensive,rainfall,cyclonic
702,Riviere Toulnustouc QC December 11 1962 Nine workers killed by a landslide in marine clay caused by blasting,december,workers,killed
703,Northwestern British Columbia October 1014 1961 Flash floods caused by storm with heavy rains warm temperatures and freak winds The flood on the Nass River was the largest recorded,october,flash,floods
704,Prairie Provinces 1962 Severe and widespread surface water droughts reported on the Prairies,severe,widespread,surface
705,Nova Scotia October 78 1962  Hurricanetropical cyclone Daisy,october,hurricanetropical,cyclone
706,Southeastern New Brunswick March 31  April 4 1962  Flooding was caused by heavy rainfall Flooding occurred along many rivers in the southeastern portion of the province  It was said to be the heaviest flooding in memory in Moncton  Bridges highways and railway lines were washed out,march,april,flooding
707,Prince Edward Island April 1962 A frontal storm hit the south coast of Prince Edward Island depositing 180 mm of rain on top of heavy snow in early April,april,frontal,storm
708,Ontario 1963 Severe heat and drought stress resulted in low crop yields in Ontario drastically cutting soybean and corn production,severe,heat,drought
709,British Columbia Pacific coast June 3 1963 A chartered Northwest Airlines DC7 went down off the coast of British Columbia en route to Alaska,june,chartered,airlines
710,Nova Scotia July 2628 1963 The longest sustained heat wave in Halifax since 1928 with temperatures of 3334C,july,longest,sustained
711,West coast British Columbia October 12 1962 The remnants of Typhoon Freda struck the Pacific coast,october,remnants,typhoon
712,Prairie Provinces 1963 Severe and widespread surface water droughts reported on the Prairies,severe,widespread,surface
713,Hay River Township south shore of Great Slave Lake NT May 3 1963 Major flooding caused by ice jamming in Old Town and Indian Village required evacuation of the community of Hay River,major,flooding,caused
714,SainteTheresedeBlainville QC November 29 1963 118 dead all aboard a DC8 airline flight crashed four minutes after takeoff from Dorval Airport in Montreal the cause of the crash remains uncertain,saintetheresedeblainville,november,dead
715,SaintJoachimdeTourelle QC December 11 1963 4 dead,saintjoachimdetourelle,december,dead
716,Nova Scotia 1964 Hurricane Ethel caused widespread flooding in Nova Scotia,hurricane,ethel,caused
717,Ontario and Quebec 1964,,,
718,Prairie Provinces 1964 Cereal crop drought occurred in parts of the Prairies,cereal,crop,drought
719,Ramsey Arm BC September 16 1964 Debris flow caused by heavy rains struck a logging camp,september,debris,flow
720,Maritime Provinces December 12 1964 A severe snowstorm hit the Maritimes with gales reaching gust speeds of 160 kmh  Three fishing boats including two large draggers were lost in the storm accounting for 23 deaths and 8 reported injuries,december,severe,snowstorm
